Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Bali United - PSM 3:2,Indonesia. Liga 1,2023-08-11,GK,102,2,1.87,6,4,3,2,1,1,7,7,10,6,4
Bali United - Persik Kediri 1:1,Indonesia. Liga 1,2023-08-07,GK,99,1,1.68,7,6,4,1,3,3,2,2,6,0,6
Persib - Bali United 0:0,Indonesia. Liga 1,2023-08-03,GK,98,0,0.7,3,3,1,0,4,2,6,6,11,7,4
Bali United - Dewa United 3:1,Indonesia. Liga 1,2023-07-29,GK,98,1,0.76,6,5,1,0,7,4,7,7,8,6,2
Arema - Bali United 1:3,Indonesia. Liga 1,2023-07-21,GK,96,1,1.18,8,7,4,2,4,3,8,8,5,3,2
Bali United - Madura United 2:1,Indonesia. Liga 1,2023-07-15,GK,102,1,1.2,4,3,2,1,4,3,8,8,6,0,6
Borneo FC - Bali United 3:1,Indonesia. Liga 1,2023-07-08,GK,99,2,1.83,5,3,2,1,10,6,3,2,6,0,6
Bali United - PSS Sleman 0:1,Indonesia. Liga 1,2023-07-01,GK,96,1,0.83,3,2,2,1,1,1,14,14,3,2,1
PSM - Bali United 1:1 (P),Indonesia. Liga 1,2023-06-10,GK,113,1,0.92,3,2,1,1,5,4,5,5,6,3,3
Bali United - PSM 1:1,Indonesia. Liga 1,2023-06-06,GK,100,1,0.4,3,2,1,3,1,0,9,9,10,6,4
Arema - Bhayangkara F.C. 0:3,Indonesia. Liga 1,2023-04-14,GK,95,3,1.77,8,5,4,1,5,3,20,19,14,13,1
Madura United - Arema 1:1,Indonesia. Liga 1,2023-04-07,GK,73,1,1.34,5,4,1,3,6,5,15,15,6,3,3
Persita - Arema 0:1,Indonesia. Liga 1,2023-04-01,GK,97,0,1.44,3,3,2,2,9,7,9,9,15,5,10
Arema - Bali United 1:3,Indonesia. Liga 1,2023-03-27,GK,99,3,1.77,5,2,2,0,8,6,9,9,15,9,6
Arema - Borneo FC 0:0,Indonesia. Liga 1,2023-03-24,GK,95,0,0.35,4,4,1,1,17,6,11,11,4,2,2
Arema - Persikabo 1973 3:1,Indonesia. Liga 1,2023-03-19,GK,96,1,0.91,2,1,1,2,4,3,7,6,6,2,4
Persis Solo - Arema 1:1,Indonesia. Liga 1,2023-03-15,GK,97,1,1.36,5,4,3,4,6,5,0,0,9,2,7
Arema - Dewa United 0:0,Indonesia. Liga 1,2023-03-10,GK,96,0,1.02,5,5,2,1,8,7,7,7,6,4,2
