Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Persija - Arema 0:1,Indonesia. Liga 1,2021-10-17,GK,100,1,0.71,3,2,0,1,3,3,12,12,3,2,1
Persija - PSIS Semarang 2:2,Indonesia. Liga 1,2021-09-12,GK,97,2,1.11,5,3,1,1,5,2,16,16,6,3,3
PSS Sleman - Persija 1:1,Indonesia. Liga 1,2021-09-05,GK,95,1,1.62,5,4,3,0,2,1,16,16,5,3,2
Persib - Persija 1:2,Indonesia. Menpora Cup,2021-04-25,GK,100,1,0.35,1,0,0,1,3,1,36,36,6,1,5
Persija - Persib 2:0,Indonesia. Menpora Cup,2021-04-22,GK,95,0,0.12,2,2,2,4,9,4,9,9,12,2,10
Persija - PSM (P) 0:0,Indonesia. Menpora Cup,2021-04-18,GK,96,0,0.31,1,1,0,1,4,2,5,5,7,4,3
PSM - Persija 0:0,Indonesia. Menpora Cup,2021-04-15,GK,94,0,0.47,3,3,1,1,3,2,9,9,4,3,1
Persija - Barito Putera 1:0,Indonesia. Menpora Cup,2021-04-10,GK,98,0,0.53,1,1,1,2,5,5,3,3,9,2,7
Persija - Bhayangkara F.C. 2:1,Indonesia. Menpora Cup,2021-03-31,GK,100,1,0.7,1,0,0,3,7,6,10,9,14,4,10
Bhayangkara F.C. - Persija 2:2,Indonesia. Liga 1,2020-03-14,GK,95,2,2.16,7,5,3,1,5,3,8,8,7,2,5
Persija - Borneo FC 3:2,Indonesia. Liga 1,2020-03-01,GK,97,2,1.47,9,7,2,1,5,4,10,10,9,0,9
Persija - Persebaya Surabaya 1:2,Indonesia. Liga 1,2019-12-17,GK,97,2,1.77,4,2,1,0,5,3,6,6,2,2,0
Persija - Madura United 4:0,Indonesia. Liga 1,2019-12-13,GK,96,0,0.68,1,1,1,1,9,5,10,10,10,6,4
Badak Lampung - Persija 2:0,Indonesia. Liga 1,2019-12-08,GK,123,2,1.39,6,4,0,0,5,2,11,11,1,0,1
Bhayangkara Surabaya Utd - Persija 3:0,Indonesia. Liga 1,2019-12-04,GK,96,3,2.17,6,3,3,0,3,2,10,9,5,3,2
Persija - Pusamania Borneo 4:2,Indonesia. Liga 1,2019-11-11,GK,96,2,3.46,11,9,4,2,5,2,9,9,8,5,3
Persija - PS TIRA 2:0,Indonesia. Liga 1,2019-11-03,GK,97,0,1.63,5,5,3,3,8,6,4,3,9,2,7
Persib - Persija 2:0,Indonesia. Liga 1,2019-10-28,GK,95,2,1.44,5,3,2,0,12,7,11,11,6,2,4
PSM - Persija 0:1,Indonesia. Liga 1,2019-10-20,GK,96,0,0.63,5,5,3,5,7,3,8,8,7,0,7
Persija - Barito Putera 1:0,Indonesia. Liga 1,2019-09-23,GK,83,0,0.11,1,1,1,1,5,2,6,6,8,2,6
Persija - Bali United 0:1,Indonesia. Liga 1,2019-09-19,GK,95,1,1.49,7,6,3,3,10,3,11,11,10,6,4
Persija - PSIS Semarang 2:1,Indonesia. Liga 1,2019-09-15,GK,99,1,2.8,5,4,1,1,3,2,7,6,9,6,3
Indonesia - Thailand 0:3,Asia. AFC World Cup Qualifiers,2019-09-10,GK,95,3,2.61,8,5,3,2,13,7,4,4,7,2,5
Indonesia - Malaysia 2:3,Asia. AFC World Cup Qualifiers,2019-09-05,GK,101,3,2.91,6,3,1,0,11,6,12,12,12,1,11
Madura United - Persija 2:2,Indonesia. Liga 1,2019-08-16,GK,98,2,2.58,9,7,4,2,6,2,9,8,10,6,4
Persija - Bhayangkara Surabaya Utd 1:1,Indonesia. Liga 1,2019-08-10,GK,98,1,0.71,6,5,2,3,7,6,7,7,8,2,6
Persela - Persija 0:0,Indonesia. Liga 1,2019-06-22,GK,96,0,0.78,6,6,3,6,2,1,16,16,8,1,7
Bali United - Persija 1:0,Indonesia. Liga 1,2019-05-31,0,18,1,0.63,1,0,0,0,0,0,0,0,2,0,2
PSIS Semarang - Persija 2:1,Indonesia. Liga 1,2019-05-26,GK,95,2,1.53,3,1,1,3,3,1,3,3,11,1,10
Persija - Shan United 6:1,Asia. AFC Champions League Two,2019-05-15,GK,95,1,0.44,1,0,0,2,6,2,7,7,9,7,2
Binh Duong - Persija 3:1,Asia. AFC Champions League Two,2019-05-01,GK,99,3,2.3,7,4,1,3,8,5,14,14,10,6,4
Persija - Ceres 2:3,Asia. AFC Champions League Two,2019-04-23,GK,98,3,3.54,8,5,4,1,6,1,9,9,8,2,6
Ceres - Persija 1:0,Asia. AFC Champions League Two,2019-04-03,GK,97,1,0.84,7,6,3,2,6,4,11,10,12,7,5
Persija - Binh Duong 0:0,Asia. AFC Champions League Two,2019-02-26,GK,95,0,0.15,3,3,2,2,4,3,6,4,16,6,10
Newcastle Jets - Persija 3:1 (E),Asia. AFC Champions League Elite,2019-02-12,GK,127,3,2.1,10,7,6,5,7,2,15,14,16,4,12
Home United - Persija 1:3,Asia. AFC Champions League Elite,2019-02-05,GK,96,1,1.55,8,7,2,3,8,4,8,8,10,4,6
Bali United - Persija 1:2,Indonesia. Liga 1,2018-12-02,GK,113,1,1.33,4,3,1,2,5,2,5,5,9,3,6
Persija - Barito Putera 3:0,Indonesia. Liga 1,2018-10-30,GK,96,0,0.03,1,1,0,1,6,4,7,7,8,8,0
Indonesia - Myanmar 3:0,World. Friendlies,2018-10-10,GK,94,0,0.09,3,3,1,0,7,3,17,17,12,1,11
Persib - Persija 3:2,Indonesia. Liga 1,2018-09-23,GK,100,3,1.4,3,0,0,3,4,4,1,1,13,1,12
Tampines Rovers - Persija 2:4,Asia. AFC Champions League Two,2018-04-24,GK,95,2,2.79,8,6,2,4,6,2,13,12,7,2,5
Persija - Johor Darul Ta''zim 4:0,Asia. AFC Champions League Two,2018-04-10,GK,96,0,0.01,1,1,0,2,2,1,13,12,3,1,2
Persija - Song Lam Nghe An 1:0,Asia. AFC Champions League Two,2018-03-14,GK,99,0,0.14,2,2,0,0,1,1,6,6,6,4,2
Song Lam Nghe An - Persija 0:0,Asia. AFC Champions League Two,2018-03-06,GK,98,0,0.33,2,2,1,6,6,1,12,9,12,2,10
Persija - Tampines Rovers 4:1,Asia. AFC Champions League Two,2018-02-28,GK,95,1,0.71,1,0,0,2,1,1,10,10,8,2,6
Johor Darul Ta''zim - Persija 3:0,Asia. AFC Champions League Two,2018-02-14,GK,93,3,1.85,9,6,3,0,8,3,5,5,14,3,11
Indonesia - Iceland 1:4,World. Friendlies,2018-01-14,GK,95,4,3.27,8,4,2,4,4,1,5,4,10,2,8
Indonesia - Malaysia 3:0,World. Friendlies,2016-09-06,GK,94,0,0.99,3,3,2,2,10,5,6,6,12,3,9
