Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
PSS Sleman - Persebaya Surabaya 3:1,Indonesia. Liga 1,2025-01-11,GK,102,2,0.78,3,1,0,1,2,1,8,8,3,3,0
Bali United - Persebaya Surabaya 2:0,Indonesia. Liga 1,2024-12-28,GK,96,2,0.99,5,3,3,2,7,3,11,10,2,0,2
Persebaya Surabaya - Borneo FC 2:1,Indonesia. Liga 1,2024-12-20,GK,105,1,0.64,4,3,1,5,3,1,7,6,8,5,3
Semen Padang - Persebaya Surabaya 0:0,Indonesia. Liga 1,2024-12-15,GK,97,0,1.36,6,6,4,3,2,1,13,13,13,5,8
Persebaya Surabaya - Persik Kediri 4:1,Indonesia. Liga 1,2024-12-11,GK,98,1,1.65,5,4,2,10,6,1,5,5,12,8,4
Persebaya Surabaya - Arema 3:2,Indonesia. Liga 1,2024-12-07,GK,103,2,1.28,5,3,0,3,1,0,4,3,7,1,6
Persebaya Surabaya - PSM 1:1,Indonesia. Liga 1,2024-10-23,GK,104,1,0.89,3,2,2,4,2,1,16,16,7,6,1
Persita - Persebaya Surabaya 0:1,Indonesia. Liga 1,2024-09-14,GK,102,0,1.11,6,6,3,2,5,1,3,3,16,6,10
Persebaya Surabaya - Barito Putera 2:1,Indonesia. Liga 1,2024-08-23,GK,102,1,0.1,2,1,1,2,4,2,9,8,6,5,1
Malut United FC - Persebaya Surabaya 0:0,Indonesia. Liga 1,2024-08-16,GK,99,0,0.74,4,4,2,4,9,5,12,12,9,7,2
Persebaya Surabaya - PSS Sleman 1:0,Indonesia. Liga 1,2024-08-11,GK,104,0,0.01,1,1,0,1,4,2,9,9,6,3,3
Philippines - Indonesia 0:2,Asia. AFC World Cup Qualifiers,2024-06-11,GK,101,0,0.07,1,1,0,2,3,0,8,8,7,3,4
Indonesia - Iraq 0:2,Asia. AFC World Cup Qualifiers,2024-06-06,GK,98,2,1.16,3,1,1,4,6,4,17,17,7,4,3
Iraq U23 - Indonesia U23 2:1 (E),Asia. AFC U23 Asian Cup,2024-05-02,GK,140,2,2.17,8,6,4,2,2,2,21,20,5,2,3
Indonesia U23 - Uzbekistan U23 0:2,Asia. AFC U23 Asian Cup,2024-04-29,GK,118,2,1.13,7,5,4,3,11,2,18,16,11,7,4
Korea Republic U23 - Indonesia U23 2:2 (P),Asia. AFC U23 Asian Cup,2024-04-25,GK,149,2,0.83,3,1,0,4,10,7,12,12,6,5,1
Jordan U23 - Indonesia U23 1:4,Asia. AFC U23 Asian Cup,2024-04-21,GK,97,1,0.58,5,4,3,2,6,3,10,10,4,2,2
