Match,Competition,Date,Position,Minutes played,Total actions,Total actions successful,Goals,Assists,Shots,Shots On Target,xG,Passes,Passes accurate,Long passes,Long passes accurate,Crosses,Crosses accurate,Dribbles,Dribbles successful,Duels,Duels won,Aerial duels,Aerial duels won,Interceptions,Losses,Losses own half,Recoveries,Recoveries opp. half,Yellow card,Red card
Sichuan Longfor - Shanghai Shenxin 1:1,China PR. China League One,14/7/2019,"CF, LW",102,67,30,0,0,2,2,0.31,16,12,0,0,1,0,5,2,39,14,12,3,1,22,8,4,2,0,0
Changchun Yatai - Shanghai Shenxin 1:1,China PR. China League One,7/7/2019,CF,101,56,23,1,0,3,2,1.18,15,11,0,0,0,0,3,1,31,8,14,4,1,13,4,5,2,0,0
JEF United - Tochigi 0:0,Japan. J2 League,17/11/2018,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,2,0,0,0,0,0
Tochigi - Matsumoto Yamaga 0:1,Japan. J2 League,11/11/2018,RCMF,18,8,2,0,0,0,0,0,3,2,0,0,0,0,1,0,5,0,2,0,0,3,1,0,0,0,0
Kamatamare Sanuki - Tochigi 1:2,Japan. J2 League,4/11/2018,CF,19,17,3,0,0,1,0,0.26,1,1,0,0,0,0,0,0,12,1,2,0,2,6,1,2,2,0,0
Renofa Yamaguchi - Tochigi 1:0,Japan. J2 League,28/10/2018,CF,34,30,6,0,0,1,0,0.16,7,1,0,0,0,0,1,0,17,5,3,1,0,13,2,2,1,0,0
Tochigi - Ventforet Kofu 2:2,Japan. J2 League,21/10/2018,CF,32,26,8,0,0,0,0,0,5,2,0,0,0,0,0,0,17,6,6,2,2,8,1,1,0,0,0
Omiya Ardija - Tochigi 1:0,Japan. J2 League,13/10/2018,LCMF,22,22,9,0,0,0,0,0,7,6,0,0,0,0,0,0,13,3,6,1,0,8,1,1,1,0,0
Tochigi - Yokohama 0:0,Japan. J2 League,7/10/2018,CF,32,20,9,0,0,0,0,0,3,2,1,1,1,0,2,2,11,7,7,3,1,4,1,0,0,0,0
Kyoto Sanga - Tochigi 0:2,Japan. J2 League,22/9/2018,CF,74,53,20,1,0,3,2,0.39,7,5,0,0,0,0,4,2,32,12,10,3,0,7,0,2,2,0,0
