Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Excelsior - ADO Den Haag 2:4,Netherlands. Eredivisie,2018-09-01,GK,96,4,2.42,7,3,3,3,3,2,18,17,11,3,8
NAC Breda - Excelsior 0:2,Netherlands. Eredivisie,2018-08-25,GK,94,0,1.17,3,3,1,2,5,3,19,18,10,6,4
Feyenoord - Excelsior 3:0,Netherlands. Eredivisie,2018-08-19,GK,95,3,1.31,6,3,0,2,7,4,16,16,13,5,8
Excelsior - Fortuna Sittard 1:1,Netherlands. Eredivisie,2018-08-11,GK,28,0,0.06,1,1,0,0,1,1,3,3,4,1,3
Go Ahead Eagles - Den Bosch 1:2,Netherlands. Eerste Divisie,2018-04-28,GK,93,2,2.3,4,2,1,1,3,0,25,25,7,0,7
RKC Waalwijk - Go Ahead Eagles 2:1,Netherlands. Eerste Divisie,2018-04-20,GK,94,2,2.15,6,4,1,3,16,9,12,11,13,0,13
Go Ahead Eagles - Eindhoven 1:3,Netherlands. Eerste Divisie,2018-04-13,GK,95,3,1.89,6,3,1,0,11,6,11,11,14,1,13
PSV II - Go Ahead Eagles 6:0,Netherlands. Eerste Divisie,2018-04-10,GK,84,6,4.31,12,6,5,2,9,5,14,14,2,0,2
Go Ahead Eagles - Fortuna Sittard 0:1,Netherlands. Eerste Divisie,2018-04-06,GK,97,1,2.12,6,5,5,1,7,3,22,22,9,5,4
Go Ahead Eagles - Helmond Sport 3:1,Netherlands. Eerste Divisie,2018-03-30,GK,94,1,1.31,6,5,0,1,9,6,16,15,8,1,7
Dordrecht - Go Ahead Eagles 1:2,Netherlands. Eerste Divisie,2018-03-25,GK,94,1,1.15,9,8,4,0,10,8,13,13,10,3,7
Go Ahead Eagles - Telstar 1:1,Netherlands. Eerste Divisie,2018-03-16,GK,94,1,0.51,2,1,1,0,12,8,14,14,4,1,3
AZ II - Go Ahead Eagles 0:0,Netherlands. Eerste Divisie,2018-03-12,GK,96,0,0.64,3,3,2,1,6,4,24,24,13,3,10
Ajax II - Go Ahead Eagles 0:2,Netherlands. Eerste Divisie,2018-03-09,GK,93,0,1.01,4,4,1,3,19,15,10,10,8,0,8
Go Ahead Eagles - De Graafschap 0:4,Netherlands. Eerste Divisie,2018-03-04,GK,108,4,4.2,11,7,6,4,16,8,11,11,8,1,7
Go Ahead Eagles - Oss 2:1,Netherlands. Eerste Divisie,2018-02-23,GK,92,1,0.5,3,2,1,3,8,4,30,30,11,6,5
Almere City - Go Ahead Eagles 2:0,Netherlands. Eerste Divisie,2018-02-16,GK,92,2,2.21,7,5,1,0,19,15,32,31,9,4,5
Go Ahead Eagles - Emmen 0:1,Netherlands. Eerste Divisie,2018-02-12,GK,95,1,2.13,7,6,2,2,2,0,19,18,9,3,6
Cambuur - Go Ahead Eagles 2:1,Netherlands. Eerste Divisie,2018-02-02,GK,97,2,1.76,5,3,3,3,16,9,18,17,13,5,8
Volendam - Go Ahead Eagles 4:3,Netherlands. Eerste Divisie,2018-01-28,GK,94,4,2.45,6,2,1,3,8,6,37,37,7,5,2
Go Ahead Eagles - MVV 3:1,Netherlands. Eerste Divisie,2018-01-19,GK,94,1,1.89,6,5,2,1,16,11,10,10,13,1,12
NEC - Go Ahead Eagles 5:1,Netherlands. Eerste Divisie,2018-01-12,GK,95,5,4.1,10,5,3,4,18,11,26,26,8,1,7
Go Ahead Eagles - RKC Waalwijk 0:0,Netherlands. Eerste Divisie,2017-12-22,GK,92,0,1.27,5,5,4,0,12,5,15,15,14,3,11
Eindhoven - Go Ahead Eagles 3:2,Netherlands. Eerste Divisie,2017-12-15,GK,95,3,1.71,11,8,6,4,10,5,18,18,12,6,6
